rubric,source,link,title
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/616b1ca5-6de1-5273-8b61-ab68758384ea?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776484175&cl4url=6cfcb6ab638856ae78a3a4018160df97&story=e89a0bfa-6cb7-5207-94a3-31f4033621c7,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/167bb3b4-5fc5-5eaa-b967-ad0c8f5f2773?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776480941&cl4url=8b5be5614fd8f265169738d63fd118f8&story=d10b8d8e-d26c-54b1-9aed-698d9a4c05b6,Угадайте легенду советского кино по роли: проходят только 10%
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/afc61772-7099-585c-9154-82eb96b2f2b7?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776453057&cl4url=a197772df0ddaf8649b79f82adb384b6&story=ee912df5-b571-5e5c-ae47-f35466949289,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/ebd8952c-382a-5ce0-85ee-96f09adaa6bd?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776427344&cl4url=7f56943a0c7456087cef5b158c2a9241&story=18aac06b-e7e7-56fe-bd14-ccfefa85e83f,Состоялась премьера сериала «Универ. 13 лет спустя»
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/5495d49f-b9fa-50a9-83e3-16f4d3bd5c18?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776476116&cl4url=adb6c37cad5223c0aee151cd75512c68&story=75080bdb-7f49-58ab-840f-0b07931cd681,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/011dfccc-b924-58c5-b1b0-90cea7be2ec9?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776416996&cl4url=3c3cda7233bfa6f6610039788bcaeb73&story=ce6ab5f4-4747-5c78-a974-06a2725ec19f,Актеры Аня Тейлор-Джой и Крис Хемсворт выпили из кулера на дорожке в Каннах
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/98c0a7c0-59bc-5b7b-97b4-cce0c1daaa0f?lang=ru&rubric=computers&fan=1&t=1715873725&persistent_id=2776244385&cl4url=63c404080d205927271fdda0106f9239&story=7441fda1-4534-58c8-a98c-fc73342daf20,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/e4a14c9a-f4d8-58b4-9c18-62cb4c3a792b?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776488392&cl4url=6e54c63e01beb34a4102b4c199c25cc5&story=3462e34c-85ba-57ba-a7d6-090982ae98a4,Лишь 1 из 10 россиян правильно говорит эти популярные выражения из русской речи
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/4f6b0201-5f2d-5c1d-9e5d-ab246db0f057?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776457528&cl4url=0c7decaada5172a89ad8765d42fb8827&story=075ab03f-a0cf-5dd9-aff3-3488d4a5490d,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/769861b1-c2e2-5828-ae57-705624a23ed4?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776483718&cl4url=d054efdd7df0d30e257988672360997c&story=ccdfde59-3c23-5278-943f-1ed40f381c43,Продолжение сериала «Игра в кальмара» выйдет в декабре 2024 года
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/ebc82dff-bc0b-5632-80e6-ca87cb5ebdec?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776356227&cl4url=8ab9fc1ee8d0d216513b24ef79f02d3f&story=6b34eb40-41f1-5197-8646-01a7a3a702b8,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/437f368a-fdf2-5732-8359-fc43a41faaa4?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776501282&cl4url=734d5cf2a478d86a8b04c1bf86b77a4b&story=4ee0bbe2-2845-5bbe-a211-84f0f8166cc6,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/bef4b891-1b71-595d-be3b-32f160a034ef?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776477494&cl4url=a8fd9b87f63d4d05f66e702104b75f9b&story=b4d7e9fb-4db0-5928-a5a0-06ba854dbea6,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/2aac9b02-b833-5e35-92e6-93302adacac6?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776478282&cl4url=86b22d30b8770a93b6f51d3e99f35e19&story=2c16ae0f-edaf-5adc-b06e-611df45b1ace,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/83b68881-a7c3-5a90-a6fe-a747fd84bf83?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776456486&cl4url=6595b4729577a11e3db75b8bcf5eece3&story=b95dbf27-b8a4-5db6-bf19-b00416cec91c,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/fec71f7b-e58a-50df-b47f-b834052547ec?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776500962&cl4url=f97764620e47a3746f6e32affa593004&story=ef56cb2f-114a-5da1-bc56-4bd7d82ab961,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/24ae6832-9a22-5f7f-9fd6-fdc2715f04c7?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776482414&cl4url=02b88336d761a12deaa5a61a8e14f519&story=5ebdaa15-2fde-5d7c-96db-24c13afcf3bd,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/e89c0731-5ae7-5ff8-9749-1b67bdf1e8e1?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776454450&cl4url=8e6fa20657238526694fdd2f17267d90&story=d8e4de9c-c6da-523f-9366-67137369bea8,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/07223d2b-2c60-584c-9d36-60cf783cd471?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776500878&cl4url=66a74dde2501e6cc243990c016503afa&story=fac47249-47b3-596a-87d1-32a9e1ddbc79,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/917f4430-4365-5505-a1f5-99b8870afd86?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776493508&cl4url=dc6ba640193558e08a128e3df3d6fbab&story=3ad02850-d157-5970-b34f-54fd623b317d,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/9b527b21-f217-53fe-8e6f-8a4347440edf?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776486275&cl4url=33095d9f4bb48c4b265d46d5fe740bc3&story=ea27a606-cdd5-51fd-a7fa-d64a0df167b3,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/a059bc54-9c94-56a2-a28c-265534b1e132?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776502014&cl4url=7def5c81142042e80ca298497c62208e&story=24a06c59-c15e-523f-935d-f8c84f86807c,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/df0adb6b-f1d8-59bb-848f-5b801fae87c3?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776455252&cl4url=7cfa307696edcc46447db3be5348b2c0&story=570a4e59-fa00-53ac-ab71-f2ec7cee514f,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/3efbecc7-276b-5a19-8151-54de8ed10662?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776499353&cl4url=83fe3c62185a00a293739b0348b780c1&story=c8aa6394-c019-57fe-9a73-6f5db4ef6faf,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/00080822-6010-5bbb-b68e-a0964f6846d2?lang=ru&rubric=science&fan=1&t=1715873725&persistent_id=2776476235&cl4url=9f9f7aa8bbb06a052f68b14d7e5670d4&story=6763fc7d-d1e7-5b43-9a81-a224b5eb5423,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/fea0251f-72c4-5d16-9ac1-25f00cc78f3e?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776454557&cl4url=ec603f17b11bad748302d748a3e7a876&story=6fff743d-7d96-5af4-8991-82720146d5fd,Эксперты назвали полезные для памяти продукты
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/3e1e4f5a-22df-5f5b-8b6a-ca6fe86dc0f8?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776431645&cl4url=8a250eb6e9812a20f07e0c0bb1a98256&story=820de1d3-511b-588c-879b-09eb1b93a654,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/7ba29a17-7a08-5d65-8626-81492687d0fc?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776405353&cl4url=b96c8bc192599f0866307bcf2cf7a4d7&story=b6a68ace-9e5f-586e-9639-c983945a8ed2,В Google появился поиск без надстроек
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/20acdc52-a6ff-563c-a68d-16bd33300a9a?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776498172&cl4url=7516a3de53c29df92e19c1e9f72f4389&story=a0d304bf-5468-5402-bad0-c316924921e7,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/75021f33-fb09-5fa1-9407-e56e130d58d9?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776457132&cl4url=f8a3bdbf64c6e57d27744b69e29abb14&story=06feeab7-46ff-5a91-a61b-9fe69e99f47d,JerryRigEverything без усилий сломал новый iPad Pro 2024
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/e724584d-178d-594c-9acf-bddbe327123f?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776438706&cl4url=50881bf6cc064ed7ab96d81efb8098d9&story=6b5279bd-0ffa-521d-9098-620c1bb78fe4,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/680431d2-bfdc-5eec-810b-77dbaf270d2b?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776405141&cl4url=47143a51680e111ddc6f69abc8bce59f&story=1eb3bed1-4637-5d8e-8c1b-12c3186debc1,В iOS 18 появится возможность управления смартфоном взглядом
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/f1827e6b-dd7b-5ac5-9b54-0d6f50f89d92?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776497468&cl4url=abdc5dc011e0f3d2d541d695a99f82a6&story=7b2f87c0-c327-55c2-bf26-01d8351acdef,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/2fd7af0b-bd68-5f72-838f-808857721d91?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776491140&cl4url=e76b6eb31d56deb4f0a8be84effc9cd0&story=93bd64f4-017c-5d02-861b-cf559747e046,Ролевой экшен Ghost of Tsushima получил трейлер в честь релиза на PC
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/243db8cf-7b99-5258-986a-a7fcbb3fde60?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776429946&cl4url=deb64a2ebc73ff1f92db185565e41930&story=c57e8bfa-9711-5611-8b58-db0380ff5af7,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/1ce47f0c-81db-5cd4-8a39-d8bd21dae49a?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776498709&cl4url=a37084fd0645ecf8a25b51dc77395846&story=93cf162c-0ca6-552a-bb53-06cb013a1ea4,МТС запустит цифрового ассистента для борьбы с телефонными мошенниками
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/a9b87257-0d5a-5f4b-a360-b0791cbde38a?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776481558&cl4url=8eba591dc1aa96fa112180b1acc830ff&story=47c27f30-3150-504c-9daa-9f3d4365157b,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/afe0bae7-1f37-54a5-a3ec-a67bb33b606e?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776452958&cl4url=a2d564d517956337b12047fc4f1b99d8&story=b6f30e42-293c-512a-9c3e-e0ead4f26596,Google представила Android 14 TV
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/5ff08fb2-7716-552e-9369-eb521325b02f?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776495856&cl4url=99ca1afa9033e0f10bea0a24c5def971&story=41c87782-40f9-504a-adfb-aeed094192c2,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/4bbd1217-bd6e-58fc-b438-f8553a6675e0?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776494240&cl4url=7dc5f53817d8f93089aaebaea1335bd9&story=5dbcea24-8987-5d80-9b72-14b37a844c74,Пользователи iPhone после обновления нашли удаленные много лет назад фотографии
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/a1542029-97f0-5fa1-adc1-bbf455bebfec?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776494752&cl4url=c6314501c42ed07066ef06b6bdc27a03&story=45ed5c08-ed82-54ea-a9ab-757d868b5d89,
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/79df4f6f-2368-521a-aa32-59fa82b72fad?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776258226&cl4url=895e9679fe8ac39497bfedaad0b4561b&story=bc373467-5cd6-5a9f-b80b-3403123e9a0a,В Курске ученые обсудили загадочный эффект плацебо и шокирующую гипотезу
Санкт-Петербург,other sorces,https://dzen.ruhttps://dzen.ru/news/story/6879d7b5-562c-52d1-8ca0-42ea79ca954c?lang=ru&rubric=auto&fan=1&t=1715873725&persistent_id=2776482820&cl4url=56b8f802cfdda14d38fe46ebce0f4454&story=c1f5f466-978d-5dae-9599-578603fe0e4c,
Главное,Газета.Ru,https://dzen.ru/news/story/fb6b1415-9eb4-5e9d-ab7f-7b3a3d09c77c?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776496150&cl4url=c98bbfc18fb5708e72f3b1a7e152d82c&story=ae68b6f9-346a-52fa-bb8d-c251cc928c3c,Тринадцатимиллионным гостем выставки-форума «Россия» стала жительница Сургута
Интересное,Газета.Ru,https://dzen.ru/news/story/41948dc6-bce1-554b-8fe5-68738374d9bc?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776478621&cl4url=f41b4517a4f738390089c9f8b70300bd&story=dd938415-5985-52cc-9d16-20e127c142ad,Певец SHAMAN предстал в образе героя-любовника в клипе «Любимая женщина»
Главное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/3cfc4b1f-fb93-5477-b726-892a7ab0c564?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776472653&cl4url=dbcc377a335251d4c3a5b959a5cd3bd6&story=5d54e3da-4881-5952-8642-410ffcd1cbf2,В Москве состоялась презентация обновленного лифтбека FAW Bestune B70
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/5e5a2c51-d3af-5fa0-9e03-7434e2879105?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776492600&cl4url=7c5544e7ceabb79fe1d940646745270d&story=d7a0b7d9-bf1a-5bed-8361-2bfc53d2f6d6,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/bebe6fb8-e309-5ee0-87f2-dcc9dd8a64f2?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776419904&cl4url=a6d18d3148682b712046dc5cc45ff3ce&story=53fdb4ac-a577-51aa-aed4-7d69a94cd7fd,Болгария хочет получить от «Газпрома» €400 млн за полную остановку поставок газа
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/984cba99-3c04-5925-91f0-e14eccd5193e?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776476523&cl4url=330744f23de7bd39fbd1e3659e205d6d&story=98e7f74b-fdf1-5ee8-8a40-c55a7f7e8bfa,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/e4a65811-c52f-53ed-86fd-84803ea8bdbc?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776490586&cl4url=f82469b3fd998ff0725475947c9170b8&story=835a2c50-b8a0-5ed2-b09a-035a9acd239f,АТОР: Абхазия является самым дешевым направлением для отдыха в конце мая
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/da9ac591-056f-5bcb-857d-3448715cc9d0?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776369146&cl4url=524b1e9a11f06c04d4475c6b8a347a35&story=06e06071-a458-5b79-8bdc-2727ca5285e9,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/8abc12b6-b820-5625-b059-7500b8d5bae4?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776500721&cl4url=418bdc57096f2136e3e3a42a9cf95327&story=21147cd3-5772-5736-ba86-896e6bcc0f84,Звезда «Жизни матрёшки» Наташа Лионн сыграет в «Фантастической четвёрке»
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/7fcb18f8-8535-54b7-af9d-ffca735fe78b?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776493345&cl4url=d77791ec504cd07dacb4d65d2e2fabc2&story=edffbbf6-9941-5b5d-a551-a61d1c6c4883,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/8af2b648-8db9-57c6-99d8-27c7378e7d76?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776475298&cl4url=732c2bb123f9e6b30a81bf13e6c757c4&story=54c55dbe-a61a-58e8-9f37-abbb01152ce2,SD: Геомагнитная буря может стать катализатором новой волны ураганов по миру
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/b4152bcf-feaf-5b2d-b93b-23bce59d87ae?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776472581&cl4url=3bee69530931d5bc153a883989b9ed09&story=a59f9a38-2864-5955-b158-f18997499c06,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/09f5b9a9-9856-58d8-a2cd-8140fee0d0fe?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776485852&cl4url=2214272182a8b2c7df728b5d5426fac0&story=85f96dd9-b125-53ff-8205-61c59c97f025,Hi-Tech Mail.Ru: стоимость iPhone 15 в России опустилась до 66 тысяч рублей
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/07ab17cb-32b8-5336-96ea-a23cea005ece?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776498527&cl4url=40fb2be250162b068728d45882f99498&story=5ee056d5-eccf-53fe-8000-28d3bdd01b6f,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/626c6173-5312-56d1-9c97-ba5c03df5bbb?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776399168&cl4url=785e0258682f1f09fc1e0a6e7825de7d&story=b673dfed-bc11-52db-b15b-db4decd83fc8,В ЦСКА опровергли информацию о травме Акинфеева
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/3b362495-c96d-5bbf-87f9-0d99ad35cc4e?lang=ru&rubric=personal_feed&fan=1&t=1715873725&tt=true&persistent_id=2776283502&cl4url=e8cf39b28dc3fb4b105d9ef4af11276d&story=d0f41ae4-261d-5675-9af9-17f1ba725d4f,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/8515c415-e7ab-5ede-8ab9-3bdf34a29767?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776430190&cl4url=9c1a900c19185a7c3a07976601496463&story=84725bac-1590-5626-87c0-46bbe838ffcd,Актер из сериала «Папины дочки» Светлов вышел из дома в Москве и пропал
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/635970ad-d44f-5f5f-b57c-16ec9a74141a?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776443574&cl4url=8e17e0be2e9bb579595d97506b7bad66&story=6528f570-0054-5ea7-b46d-82d8a1a043e1,
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/407eff3b-9b77-5bbf-b698-6ed0b35aaf5f?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776482643&cl4url=e9c0a018f153c35f89f6d6bc593952ae&story=44a9197e-54ac-58d5-88ac-8c64eb9cba74,Школьникам хотят рассказать о патриархе Сергии
Интересное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/485bf459-59c7-5dcb-b2bb-e102421093c7?lang=ru&rubric=personal_feed&fan=1&t=1715873725&persistent_id=2776451266&cl4url=321caa9c69899fe2e16b3a050586d6ea&story=1e67b0ba-36b0-59b1-aa9d-8e1e57acf4f7,
Главное,РИА Новости,https://dzen.ru/news/story/eec84558-d09a-59bf-8120-085b1db66cc9?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776497546&cl4url=36344a2366981ffb005974183c722de3&story=339f0442-32ac-52f6-b292-404bc13c3360,Экс-губернатор Тульской области Дюмин не сдержал эмоций во время прощальной речи
Политика,RT на русском,https://dzen.ru/news/story/c37a5924-a733-5192-8b80-b39ba87239da?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776500209&cl4url=eac37f7ed50ac434562d06a36dd71d5b&story=c97c6b7e-4701-5631-85b2-ca6ef645e97f,"Пеллегрини: премьер Словакии Фицо в состоянии разговаривать, но сильно устаёт"
Главное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/3db25009-4bf7-5662-aedf-79ece0ff8ee1?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776502546&cl4url=ad229437467d7475cea5671ce76043ce&story=c50094fd-1bf2-5ed6-be76-8ccc4f4c0d38,Депутат Затулин: в России находится около 650 тысяч нелегальных мигрантов
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/ddec3973-a058-5bdf-b630-a74cf326356d?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776500018&cl4url=a5523767c75e7360f123ed68f144dcc8&story=a172884f-5941-5b2d-9fe6-01a86a0713c0,
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/22b11323-ce63-5c0b-90ea-1064a20c6360?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776502490&cl4url=82a447cac0ad85425f5bf2df430a7b1d&story=971cdc51-8857-5016-b35a-43fcf6fd6262,«Страна»: Зеленский вернул в Раду законопроект о несообщении о связях с Россией
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/c30a2575-6826-5a31-9b3a-978e9ba57a96?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776501419&cl4url=6b9764db6cfe85ab73035826ac9a4edb&story=ec3fea2e-4ab1-5a39-bc94-32d61f815e0a,
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/e94b7e78-b34f-5bcb-8a3e-59ee733e0505?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776502016&cl4url=d3ad97a0d70c09cec83e8f5e86e9f237&story=49addadd-e94a-560f-a20c-189777dfee3d,Талибы приветствовали призыв к США и НАТО разблокировать резервы Афганистана
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/016b15f4-5d74-5afc-b091-443a714add02?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776487199&cl4url=bc4333455b661657e06ad3b6424d486f&story=219dc822-fcd4-5c53-bf50-c21fc74530ce,
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/f6e910f2-860d-5c68-9f38-d61f0ff018d0?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776482660&cl4url=e6685de19c1a57c7b288f16bcf856b78&story=3be4220d-2520-54ca-b531-bb749e763de0,Канцлер ФРГ Шольц назвал преждевременным возможный разговор с Путиным
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/85234d2a-72aa-58bc-b39e-c100a7081946?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776502232&cl4url=4630cbcbbecb31761253903ab09f404d&story=9efc32f3-c053-5604-bb89-e994c572dd57,
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/b49a2247-bb6d-507a-8139-098b95fa34eb?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776478354&cl4url=ab40c9951f5917604cc6a979aaf383ef&story=e2490e10-ef05-534e-8e05-c375d8aded2e,МВФ: планы Запада конфисковать активы РФ могут подорвать валютную систему
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/51414281-8c02-596a-aae5-f5cd23befa0b?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776501281&cl4url=0277831be576a9cfeb6372d16e94fd1c&story=5633191b-01f2-5fb8-a1e6-a9bd8c33de53,
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/27bbf39b-1f81-5467-9f8a-02adfd8ce126?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776500634&cl4url=0795f82a2dea25b2976f401d14ff556f&story=82c49e65-6692-55e9-af18-dede7881c0ea,Россия и Китай договорились наращивать и оптимизировать двустороннюю торговлю
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/88886d40-3c7a-5e77-ad72-380307ce9037?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776491686&cl4url=1414e92e8a63105837618c36731e8f6a&story=de8b4783-231a-55b6-a3aa-7a9586c0e3c7,
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/ccd26d1e-72d9-5077-9b50-c6e572198e9a?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776501483&cl4url=e3833e70b3f2c2d7772cacc425fe494c&story=589806c9-812e-5287-80f5-34142fc67b58,РИА Новости: США разместили в Дании ракетные установки Mk 70
Политика,other sorces,https://dzen.ruhttps://dzen.ru/news/story/9befbbdf-0d7f-59cb-9c8d-47d1171c2c95?lang=ru&rubric=politics&fan=1&t=1715873725&tt=true&persistent_id=2776500943&cl4url=551b7393003d09b9ff9d19c1869c7a02&story=34a5feae-aa1e-5a3c-a8ca-02953a523600,
Главное,Газета.Ru,https://dzen.ru/news/story/09f5b9a9-9856-58d8-a2cd-8140fee0d0fe?lang=ru&rubric=society&fan=1&t=1715873725&tt=true&persistent_id=2776485852&cl4url=2214272182a8b2c7df728b5d5426fac0&story=85f96dd9-b125-53ff-8205-61c59c97f025,Москомэкспертиза ввела ограничения на строительство квартир менее 28 кв. м
Общество,Газета.Ru,https://dzen.ru/news/story/296fe018-b90f-5d8f-8a7c-7756c5f79670?lang=ru&rubric=society&fan=1&t=1715873725&tt=true&persistent_id=2776487881&cl4url=a2f9aee6a03b987ebbc9fc8b771b694c&story=98ef6ea1-f148-51bf-8239-089b36d0f70e,Прощание с народным художником России Андриякой пройдет 17 мая
Главное,other sorces,https://dzen.ruhttps://dzen.ru/news/story/b4152bcf-feaf-5b2d-b93b-23bce59d87ae?lang=ru&rubric=society&fan=1&t=1715873725&tt=true&persistent_id=2776472581&cl4url=3bee69530931d5bc153a883989b9ed09&story=a59f9a38-2864-5955-b158-f18997499c06,Депздрав Тюменской области провел переговоры с уволившимися работниками скорой
